,Location_name,Location_id,Latitude,Longitude
528,SHIMONOSEKI_I,845,33.97,130.95
529,KOBE,846,34.68,135.18
530,TAKAMATSU,847,34.35,134.05
531,PORT_JEFFERSON,848,40.95,-73.08
532,NOUMEA-CHALEIX,852,-22.3,166.43
533,NEW_ROCHELLE,856,40.89,-73.78
534,MAR_DEL_PLATA,857,-38.03,-57.53
535,BELYI_NOS,859,69.6,60.22
536,NAGOYA,860,35.08,136.88
537,MOSSEL_BAY,910,-34.18,22.14
538,LUDERITZ,911,-26.64,15.15
539,MOZI,912,33.95,130.97
540,ARGENTINE_ISLANDS,913,-65.25,-64.26
541,WALVIS_BAY,914,-22.95,14.5
542,MALIN_HEAD,916,55.37,-7.33
543,SOPOCHNAIA_KARGA,917,71.87,82.7
544,TUXPAN,918,21.0,-97.33
545,PADRE_ISLAND,919,26.07,-97.15
546,ZHAPO,933,21.58,111.82
547,KANMEN,934,28.08,121.28
548,DARWIN,935,-12.47,130.85
549,HEYSHAM,936,54.03,-2.92
550,ZHOHOVA,937,76.15,152.83
551,KNYSNA,950,-34.05,23.05
552,PORTNEUF,951,46.68,-71.88
553,SIBAURA,952,35.63,139.75
554,CAIRNS,953,-16.92,145.78
555,MOKPO,954,34.78,126.38
556,BUSAN,955,35.1,129.04
557,INCHEON,956,37.45,126.59
558,ALBANY,957,-35.03,117.89
559,SETE,958,43.4,3.7
560,ALICANTE,960,38.34,-0.48
561,CHINHAE,970,35.15,128.65
562,LUSI,979,32.13,121.62
563,TOULON,980,43.11,5.91
564,GIBRALTAR,981,36.15,-5.36
565,DEVONPORT,982,50.37,-4.19
566,COCOS_ISLAND,983,-12.12,96.89
567,BELLA_BELLA,984,52.17,-128.13
568,CADIZ_III,985,36.54,-6.29
569,PORT_TARANAKI,996,-39.06,174.03
570,ULSAN,997,35.5,129.39
571,TIMARU_HARBOUR,998,-44.39,171.26
572,ST-FRANCOIS,999,47.0,-70.82
573,TUKTOYAKTUK,1000,69.42,-132.97
574,SAN_JUAN,1001,18.46,-66.11
575,TRIBENI,1002,22.98,88.4
576,HONNGU,1003,18.8,105.77
577,CHAMPLAIN,1005,46.43,-72.4
578,PESCHANYI,1006,79.43,102.48
579,WONSAN,1007,39.17,127.45
580,KOPER,1009,45.55,13.72
581,ACAJUTLA,1011,13.57,-89.83
582,KRENKELIA,1012,80.62,58.05
583,RINCON_ISLAND,1013,34.35,-119.44
584,NASE_II,1018,28.38,129.5
585,SAGYLLAH-ARY,1019,73.15,128.88
586,CIUDAD_MADERO,1020,22.25,-97.8
587,ONISAKI,1026,34.9,136.82
588,OSHORO_II,1027,43.21,140.86
589,HIROSIMA,1028,34.35,132.46
590,FUNCHAL,1030,32.64,-16.91
591,GERALDTON,1031,-28.78,114.6
592,ILHA_FISCAL,1032,-22.9,-43.17
593,STONY_POINT,1033,-38.37,145.22
594,TAI_PO_KAU,1034,22.44,114.18
595,AMRUM,1036,54.62,8.38
596,BORKUM,1037,53.56,6.75
597,PORT_MANSFIELD,1038,26.55,-97.42
598,TEMA,1049,5.62,0.0
599,MIYAKE_SIMA,1060,34.07,139.48
600,KOZU_SIMA,1061,34.21,139.13
601,MATSUYAMA_II,1062,33.86,132.71
602,MINAMI_IZU,1064,34.62,138.88
603,WHANGAREI_HARBOUR,1065,-35.76,174.35
604,JEJU,1066,33.53,126.54
605,ANCHORAGE,1067,61.24,-149.89
606,BRIDGEPORT,1068,41.17,-73.18
607,VICTOR_HARBOUR,1069,-35.56,138.64
608,SELDOVIA,1070,59.44,-151.72
609,PORT_HARDY,1071,50.72,-127.48
610,TUTICORIN,1072,8.75,78.2
611,ROSYTH,1074,56.02,-3.45
612,BAR,1075,42.08,19.08
613,POINTE_ST. GILDAS,1078,47.13,-2.25
614,SANTO_TOMAS_DE_CASTILLA,1080,15.7,-88.62
615,MAISAKA,1089,34.68,137.61
616,URAGAMI,1090,33.56,135.9
617,OKADA,1091,34.79,139.39
618,AWA_SIMA,1093,38.47,139.25
619,HAKATA,1094,33.62,130.41
620,SAIGO,1095,36.2,133.33
621,NISINOOMOTE,1096,30.73,130.99
622,ODOMARI,1097,31.02,130.69
623,SUMOTO,1098,34.34,134.91
624,OSAKA,1099,34.66,135.43
625,NAGASAKI,1100,32.73,129.87
626,FUKUE,1101,32.7,128.85
627,OURA,1102,32.98,130.22
628,WAKKANAI,1103,45.41,141.69
629,ABASHIRI,1104,44.02,144.29
630,NAKANO_SIMA,1105,29.84,129.85
631,FORT_MYERS,1106,26.65,-81.87
632,NAPLES,1107,26.13,-81.81
633,MUKHO,1108,37.55,129.12
634,WICK,1109,58.44,-3.09
635,NANTUCKET_ISLAND,1111,41.28,-70.1
636,ULLAPOOL,1112,57.9,-5.16
637,HELGEROA,1113,59.0,9.86
638,ESPERANCE,1114,-33.87,121.9
639,CARNARVON,1115,-24.9,113.65
640,WYNDHAM,1116,-15.45,128.1
641,DEVONPORT,1118,-41.18,146.36
642,PICTOU,1121,45.68,-62.7
643,ANTIPAIUTA,1128,69.08,76.85
644,OWASE,1146,34.08,136.21
645,SASEBO_II,1147,33.16,129.72
646,TAJIRI,1148,35.59,134.32
647,MIYAKO_II,1149,39.64,141.98
648,SHIRAHAMA,1150,33.68,135.38
649,NAHA,1151,26.21,127.67
650,PATRICIA_BAY,1152,48.65,-123.45
651,CAPE_MAY,1153,38.97,-74.96
652,BUNDABERG,1154,-24.77,152.38
653,YEOSU,1155,34.75,127.77
654,DAUPHIN_ISLAND,1156,30.25,-88.08
655,WEIPA,1157,-12.67,141.87
656,YARMOUTH,1158,43.83,-66.13
657,BROOME,1159,-18.0,122.22
658,MILNER_BAY,1160,-13.86,136.42
659,PARADIP,1161,20.27,86.7
660,SIBONEY,1162,23.1,-82.47
661,RABAUL,1164,-4.2,152.18
662,MIKUNI,1190,36.25,136.15
663,KATSUURA,1191,35.13,140.25
664,APALACHICOLA,1193,29.73,-84.98
665,MURORAN,1194,42.35,140.95
666,CAPE_TOWN,1195,-33.91,18.43
667,SOUTH_BEACH,1196,44.62,-124.04
668,FYNSHAV,1197,54.99,9.99
669,STE-ANNE-DES-MONTS,1199,49.13,-66.48
670,SE-LAHA,1200,70.15,72.57
671,KURE_IV,1209,34.24,132.55
672,TOKUYAMA_II,1210,34.04,131.8
673,SPIKARNA,1211,62.36,17.53
674,UWAJIMA_II,1212,33.23,132.55
675,RIVIERE-AU-RENARD,1213,49.0,-64.38
676,ILFRACOMBE,1214,51.21,-4.11
677,PORTPATRICK,1215,54.84,-5.12
678,SPRING_BAY,1216,-42.55,147.93
679,MAJURO-B,1217,7.1,171.37
680,BAIE_COMEAU,1218,49.23,-68.13
681,TADOUSSAC,1219,48.13,-69.72
682,SOUDHAS,1232,35.49,24.08
683,LEROS,1233,37.13,26.85
684,SIROS,1234,37.44,24.95
685,GOTEBORG - TORSHAMNEN,1236,57.68,11.79
686,KHALKIS_NORTH,1237,38.47,23.59
687,ALEXANDROUPOLIS,1238,40.84,25.88
688,LEVKAS,1239,38.83,20.71
689,KATAKOLON,1240,37.64,21.32
690,RORVIK,1241,64.86,11.23
691,BAMFIELD,1242,48.85,-125.13
692,RHODOS,1243,36.44,28.24
693,ST-JOSEPH-DE-LA-RIVE,1244,47.45,-70.37
694,NEW  WESTMINSTER,1245,49.2,-122.92
695,HAY_POINT,1246,-21.28,149.3
696,PORT_TUDY,1247,47.64,-3.45
697,SULTAN_SHOAL,1248,1.23,103.65
698,MORMUGAO,1249,15.42,73.8
699,PATRAI,1250,38.42,21.73
700,MALAKAL-B,1252,7.33,134.47
701,RIKITEA,1253,-23.12,-134.97
702,STEVESTON,1255,49.12,-123.18
703,OMAEZAKI_II,1263,34.61,138.22
704,OGA,1264,39.94,139.71
705,AKUNE,1265,32.02,130.19
706,HACHINOHE_II,1266,40.53,141.53
707,HONNINGSVAG,1267,70.98,25.97
708,BOOBY_ISLAND,1268,-10.6,141.91
709,CHARLESTON_II,1269,43.34,-124.32
710,HALDIA,1270,22.03,88.1
711,USHUAIA_II,1271,-54.82,-68.22
712,EASTER_ISLAND-E,1272,-27.15,-109.47
713,CALLAO_2,1274,-12.05,-77.15
714,JURONG,1275,1.3,103.72
715,OITA_II,1293,33.27,131.69
716,LE_CONQUET,1294,48.36,-4.78
717,CAMBRIDGE_II,1295,38.57,-76.07
718,URAKAWA_II,1296,42.17,142.77
719,CABO_DE_SAN_ANTONIO,1297,21.9,-84.9
720,NORTH_SYDNEY,1299,46.22,-60.25
721,INCE_POINT,1300,-10.51,142.31
722,CONCARNEAU,1301,47.87,-3.91
723,HAGI,1306,34.43,131.42
724,KARIYA,1318,33.47,129.85
725,KURE_I,1320,33.33,133.24
726,ARGENTIA,1321,47.3,-53.98
727,SEPT-ILES,1322,50.2,-66.4
728,CAMPBELL_RIVER,1323,50.02,-125.23
729,POHANG,1324,36.05,129.38
730,PORT_TOWNSEND,1325,48.11,-122.76
731,CAPE_LAMBERT,1328,-20.59,117.19
732,KANTON_ISLAND-B,1329,-2.82,-171.72
733,ITO_II,1343,34.9,139.13
734,OGI,1344,37.81,138.28
735,SOMA,1345,37.83,140.96
736,KAMAISI_II,1346,39.27,141.89
737,ROSCOFF,1347,48.72,-3.97
738,LOWER_ESCUMINAC,1349,47.08,-64.88
739,NIKISKI,1350,60.68,-151.4
740,RAFFLES_LIGHT_HOUSE,1351,1.17,103.75
741,MONTEREY,1352,36.6,-121.89
742,VALDEZ,1353,61.12,-146.36
743,TOKE_POINT,1354,46.71,-123.97
744,CABO_SAN_LUCAS,1355,22.88,-109.9
745,KAOHSIUNG_II,1356,22.53,120.32
746,OFUNATO_II,1364,39.02,141.75
747,SOKCHO,1365,38.21,128.59
748,TSIM_BEI_TSUI,1366,22.49,114.01
749,WHYALLA_III,1367,-33.01,137.59
750,GOODS_ISLAND,1368,-10.56,142.15
751,GANGRA,1369,21.95,88.02
752,POHNPEI-B,1370,6.98,158.23
753,CHRISTMAS_ISLAND_II,1371,1.98,-157.48
754,FRENCH_FRIGATE_SHOALS,1372,23.87,-166.28
755,HONIARA_II,1373,-9.43,159.95
756,KUCHINOTSU,1386,32.61,130.2
757,MAIZURU_II,1387,35.48,135.39
758,OKINAWA,1388,26.18,127.82
759,TOYAMA,1389,36.76,137.22
760,MUROTOMISAKI,1390,33.27,134.16
761,CHICHIJIMA,1391,27.08,142.18
762,PORT-ALFRED,1392,48.33,-70.87
763,CHARLOTTE_AMALIE,1393,18.34,-64.92
764,POINT_REYES,1394,37.99,-122.98
765,OKHA,1395,22.47,69.08
766,PAPEETE-B,1397,-17.53,-149.57
767,BYKOV_MYS,1399,72.0,129.12
768,TANGGU,1403,39.0,117.72
769,SHIJIUSUO,1404,35.38,119.55
770,LIANYUNGANG,1405,34.75,119.45
771,SHANWEI,1406,22.75,115.35
772,BEIHAI,1408,21.48,109.08
773,WALLAROO_II,1420,-33.93,137.62
774,NY-ALESUND,1421,78.93,11.94
775,NORTH_SOUND,1422,19.3,-81.32
776,MANGALORE,1423,12.92,74.8
777,SOUTH_SOUND,1426,19.27,-81.38
778,HAIKOU,1428,20.02,110.28
779,TAGO,1437,34.81,138.76
780,YAIZU,1438,34.87,138.33
781,KAMINATO_II,1440,33.13,139.8
782,KHALKIS_SOUTH,1441,38.46,23.59
783,HANASAKI_II,1442,43.28,145.57
784,SPRINGMAID_PIER,1444,33.66,-78.92
785,GADEOKDO,1445,35.02,128.81
786,TONGYEONG,1446,34.83,128.43
787,LIME_TREE_BAY,1447,17.69,-64.75
788,KOSEROW,1448,54.06,14.0
789,QUINHON,1449,13.77,109.25
790,PENRHYN,1450,-9.02,-158.07
791,HIRON_POINT,1451,21.78,89.47
792,FUNAFUTI,1452,-8.53,179.22
793,KHEPUPARA,1454,21.83,89.83
794,ALMERIA,1455,36.83,-2.48
795,SINES,1456,37.95,-8.88
796,NICE,1468,43.7,7.29
797,PORT_VENDRES,1469,42.52,3.11
798,MONBETU_II,1470,44.35,143.37
799,PORT_DOUGLAS_2,1471,-16.48,145.47
800,KAPINGAMARANGI,1473,1.1,154.78
801,SAIPAN,1474,15.23,145.75
802,DANANG,1475,16.1,108.22
803,COX'S_BAZAAR,1476,21.45,91.83
804,NAGOYA_II,1488,35.09,136.88
805,HEUKSANDO,1489,34.68,125.44
806,ULLEUNG,1490,37.49,130.91
807,TOBERMORY,1491,56.62,-6.06
808,CAPE_FERGUSON,1492,-19.28,147.06
809,MOOLOOLABA_2,1493,-26.68,153.13
810,VUNGTAU,1495,10.33,107.07
811,CHARCHANGA,1496,22.22,91.05
812,POINTE_DES_GALETS,1501,-20.93,55.29
813,WHITBY,1505,54.49,-0.61
814,PORT_STANVAC,1506,-35.11,138.47
815,LAOHUTAN,1513,38.87,121.68
816,NASE_III,1522,28.5,129.5
817,MAIZURU_III,1523,35.45,135.32
818,CUTLER_II,1524,44.64,-67.3
819,LEITH_II,1526,55.99,-3.18
820,GUNSAN,1527,35.98,126.56
821,CHOSHI-GYOKO,1544,35.74,140.86
822,TOKYO_III,1545,35.65,139.77
823,GEOMUNDO,1546,34.03,127.31
824,PORTLAND,1547,-38.34,141.61
825,NEWHAVEN,1548,50.78,0.06
826,KING_BAY,1549,-20.62,116.75
827,PORT_GILES,1550,-35.02,137.77
828,ROOMPOT_BUITEN,1551,51.62,3.68
829,KOCHI_III,1567,33.5,133.57
830,WANDO,1568,34.32,126.76
831,SHUTE_HARBOUR_2,1569,-20.28,148.78
832,PUERTO_ARMUELLES_B,1571,8.27,-82.87
833,HAMADA_II,1585,34.9,132.07
834,IZUHARA_II,1586,34.2,129.29
835,TAPPI,1587,41.24,140.38
836,CHUJADO,1588,33.96,126.3
837,TANJUNG_GELANG,1589,3.98,103.43
838,TAURANGA,1590,-37.64,176.18
839,PELABUHAN_KELANG,1591,3.05,101.36
840,CENDERING,1592,5.26,103.19
841,TANJUNG_KELING,1593,2.21,102.15
842,LUMUT,1594,4.24,100.61
843,PULAU_PINANG,1595,5.42,100.35
844,YOSIOKA,1596,41.45,140.25
845,RIMOUSKI,1597,48.48,-68.52
846,ZANZIBAR,1600,-6.15,39.18
847,PUERTO_SOBERANIA,1603,-62.48,-59.63
848,SEOGWIPO,1627,33.24,126.56
849,WIDO,1628,35.62,126.3
850,MOURILYAN_HARBOUR,1629,-17.58,146.08
851,LUCINDA,1630,-18.52,146.38
852,ONSLOW,1631,-21.65,115.13
853,CROMER,1632,52.93,1.3
854,CHERRY_POINT,1633,48.86,-122.76
855,SAND_POINT,1634,55.34,-160.5
856,CHESAPEAKE_BAY_BR. TUN.,1635,36.97,-76.11
857,DUCK_PIER_OUTSIDE,1636,36.18,-75.75
858,BERGEN_POINT,1637,40.64,-74.14
859,CLEARWATER_BEACH,1638,27.98,-82.83
860,N. SPIT,1639,40.77,-124.22
861,PORT_ORFORD,1640,42.74,-124.5
862,PANAMA_CITY,1641,30.15,-85.67
863,PORT_CHALMERS,1643,-45.81,170.62
864,JUAN_FERNANDEZ-C,1644,-33.64,-78.83
865,BALTRA-B,1645,-0.43,-90.28
866,ISHIGAKI_II,1671,24.33,124.16
867,RODRIGUES_IS,1672,-19.67,63.42
868,PORT_LOUIS_II,1673,-20.15,57.5
869,QUARRY_BAY,1674,22.29,114.21
870,BORYEONG,1675,36.41,126.49
871,PULAU_LANGKAWI,1676,6.43,99.76
872,KUKUP,1677,1.33,103.44
873,PULAU_TIOMAN,1678,2.81,104.14
874,MENTES/IZMIR,1679,38.43,26.72
875,ANTALYA_II,1681,36.83,30.62
876,LAKE_WORTH_PIER,1696,26.61,-80.03
877,ANHEUNG,1699,36.67,126.13
878,MILFORD_HAVEN,1700,51.71,-5.05
879,VACA_KEY,1701,24.71,-81.11
880,TANJUNG_SEDILI,1702,1.93,104.11
881,GETING,1703,6.23,102.11
882,GOLD_COAST_SEAWAY_2,1704,-27.95,153.42
883,SUCURAJ,1706,43.13,17.2
884,GAN_II,1707,-0.68,73.15
885,SURIGAO,1708,9.78,125.5
886,SAN_JOSE,1711,12.33,121.08
887,NAN_SHA,1730,9.55,112.88
888,FISHGUARD_II,1731,52.01,-4.98
889,KOTA_KINABALU,1733,5.98,116.07
890,TAWAU,1734,4.23,117.88
891,MARSAXLOKK  ,1735,35.82,14.53
892,XI_SHA,1745,16.83,112.33
893,TANJONG_PAGAR,1746,1.27,103.85
894,LES_SABLES_D OLONNE,1747,46.5,-1.79
895,TRONDHEIM_2,1748,63.44,10.39
896,TURTLE_HEAD,1749,-10.52,142.21
897,NAPIER,1750,-39.48,176.92
898,SAN_FELIX,1751,-26.29,-80.11
899,MALE-B,1753,4.18,73.53
900,HINKLEY_POINT,1758,51.21,-3.13
901,VIKER,1759,59.04,10.95
902,ROSSLYN_BAY,1760,-23.16,150.79
903,HILLARYS,1761,-31.83,115.74
904,EXMOUTH,1762,-21.95,114.14
905,L'ESTARTIT,1764,42.05,3.21
906,ISLAY,1772,55.63,-6.19
907,WEYMOUTH,1773,50.61,-2.45
908,KINLOCHBERVIE,1775,58.46,-5.05
909,ANABAR,1780,73.22,113.5
910,POINTE-A-PITRE,1784,16.22,-61.53
911,TAKAMATSU_II,1789,34.35,134.06
912,KOBE_II,1790,34.68,135.19
913,KO_MATTAPHON,1792,10.45,99.25
914,PORT_ERIN,1793,54.09,-4.77
915,WORKINGTON,1794,54.65,-3.57
916,ST_HELIER,1795,49.18,-2.12
917,STANLEY_II,1796,-51.69,-57.82
918,HADERA,1797,32.47,34.86
919,BECANCOUR,1798,46.4,-72.38
920,WINTER_HARBOUR,1799,50.52,-128.03
921,NOME,1800,64.5,-165.43
922,BOUCAU,1801,43.53,-1.51
923,LAS_PALMAS_D,1802,28.14,-15.41
924,TENERIFE,1803,28.48,-16.24
925,BETIO,1804,1.37,172.93
926,LAUTOKA,1805,-17.6,177.44
927,BILBAO,1806,43.35,-3.05
928,SANTANDER_III,1807,43.46,-3.79
929,LA_CORUNA_III,1808,43.36,-8.39
930,BONANZA,1809,36.8,-6.34
931,MALAGA_II,1810,36.71,-4.42
932,BARCELONA,1811,41.34,2.17
933,TEJN,1812,55.25,14.84
934,VALENCIA,1813,39.44,-0.31
935,DAKAR_2,1816,14.68,-17.42
936,SHIMONOSEKI_III,1830,33.92,130.93
937,BINTULU,1833,3.26,113.06
938,SANDAKAN,1834,5.81,118.07
939,SABINE_PASS_NORTH,1835,29.73,-93.87
940,LORNE,1836,-38.55,143.99
941,MAJURO-C,1838,7.11,171.37
942,FUNAFUTI_B,1839,-8.5,179.2
943,APIA_B,1840,-13.83,-171.76
944,PORT_VILA_B,1841,-17.76,168.31
945,NUKU'ALOFA_B,1842,-21.14,-175.18
946,RAROTONGA_B,1843,-21.2,-159.78
947,NAURU-B,1844,-0.53,166.91
948,POINT_LA_RUE,1846,-4.67,55.53
949,KERGUELEN,1849,-49.35,70.26
950,LLANDUDNO,1854,53.33,-3.83
951,PRUDHOE_BAY,1857,70.4,-148.53
952,VIRGINIA_KEY,1858,25.73,-80.16
953,ZADAR,1859,44.12,15.23
954,LOMBRUM,1860,-2.04,147.37
955,HONIARA-B,1861,-9.43,159.96
956,PORTRUSH,1867,55.21,-6.66
957,GIJON_II,1871,43.56,-5.7
958,LAHAT_DATU,1877,5.02,118.35
959,BOURNEMOUTH,1878,50.71,-1.87
960,LABUAN_2,1879,5.27,115.25
961,HUELVA,1883,37.13,-6.83
962,MASIRAH,1887,20.68,58.87
963,TAI_MIU_WAN,1891,22.27,114.29
964,PALMA_DE_MALLORCA,1892,39.55,2.64
965,TUAS,1894,1.28,103.67
966,WEST_COAST,1895,1.3,103.77
967,WEST_TUAS,1896,1.34,103.63
968,VILLAGARCIA,1897,42.6,-8.77
969,VIGO_II,1898,42.24,-8.73
970,SHEK_PIK,1902,22.22,113.89
971,CORPUS_CHRISTI,1903,27.58,-97.22
972,CABO_CRUZ,1910,19.83,-77.73
973,PALMEIRA,1914,16.75,-22.98
974,PORT_BLOC,1915,45.57,-1.06
975,LE_CROUESTY,1921,47.54,-2.9
976,HUPO,1923,36.68,129.45
977,POHNPEI_C,1925,6.98,158.2
978,CASILDA_II,2021,21.75,-79.99
979,BUGRINO,2025,68.8,49.33
980,MYS_PIKSHUEVA,2026,69.55,32.43
981,POLYARNIY,2027,69.2,33.48
982,TERIBERKA,2028,69.2,35.12
983,PORT_ALMA,2072,-23.58,150.87
984,URANGAN_II,2073,-25.3,152.92
985,BOWEN_II,2074,-20.02,148.25
986,KALIX,2101,65.7,23.1
987,SKAGSUDDE,2102,63.19,19.01
988,FORSMARK,2103,60.41,18.21
989,MARVIKEN,2104,58.55,16.84
990,VISBY,2105,57.64,18.28
991,OSKARSHAMN,2106,57.27,16.48
992,SIMRISHAMN,2107,55.56,14.36
993,SKANOR,2108,55.42,12.83
994,BARSEBACK,2109,55.76,12.9
995,VIKEN,2110,56.14,12.58
996,RINGHALS,2111,57.25,12.11
997,STENUNGSUND,2112,58.09,11.83
998,KUNGSVIK,2113,59.0,11.13
999,TRIDENT_PIER,2123,28.41,-80.59
1000,ARENA_COVE,2125,38.91,-123.71
1001,SANTA_BARBARA,2126,34.41,-119.69
1002,PORT_ANGELES,2127,48.12,-123.44
1003,KAWAIHAE,2128,20.04,-155.83
1004,GOTEBORG-RINGON,2133,57.72,11.97
1005,MOMBASA_II,2183,-4.07,39.65
1006,LAMU_B,2198,-2.27,40.9
1007,BAY_WAVELAND_YACHT_CLUB_II,2215,30.33,-89.33
1008,IQUIQUE_II,2261,-20.2,-70.15
1009,CORRAL_II,2262,-39.88,-73.42
1010,PUNTA_ARENAS_II,2263,-53.12,-70.86
1011,ANCUD,2264,-41.87,-73.83
1012,OCEAN_CITY_INLET,2292,38.33,-75.09
1013,CAPE_HATTERAS,2294,35.22,-75.64
1014,BEAUFORT,2295,34.72,-76.67
1015,BRUNSWICK_HEADS,2310,-28.54,153.55
1016,COFFS_HARBOUR_III,2311,-30.3,153.15
1017,JERVIS_BAY_II,2312,-35.12,150.71
1018,PORT_MACQUARIE,2313,-31.43,152.91
1019,TWEED_HEADS,2314,-28.17,153.55
1020,PORT_STEPHENS,2316,-32.71,152.18
1021,KINGS_POINT,2322,40.81,-73.77
1022,TOLCHESTER_BEACH,2323,39.21,-76.25
1023,LEWISETTA,2324,37.99,-76.47
1024,OREGON_INLET_MARINA,2325,35.8,-75.55
1025,MAYPORT,2326,30.4,-81.43
1026,REDWOOD_CITY,2329,37.51,-122.21
1027,PORT_CHICAGO,2330,38.05,-122.04
1028,SUVA-B,2356,-18.13,178.43
1029,SYDNEY_PORT_JACKSON,2358,-33.83,151.26
